Participant Initials,Image name,Choice,Alternative,Duration,Number of Command Repeats,Run Type,Key Pressed,Passed Repeat Key Threshold
noname,i4.jpg,clown with balloons on pedestrian street,orange bucket with colorful balloons,0.313,0,Trial,left,False
noname,i17.jpg,black brown and white dog,tempratures in the america are in fahrenheit,0.314,0,Nonsense Control - Right,left,False
noname,i28.jpg,black fence behind potted trees,funeral home at night,1.743,0,Trial,left,False
noname,i15.jpg,two women smiling with food,water behind the restaurant,0.15,0,Trial,right,False
noname,i15.jpg,two women smiling with food,cups and sauces on table,1.923,0,Trial,right,False
noname,i3.jpg,rockstars with colorful tights,A rock band playing music,0.418,0,Trial,right,False
noname,i60.jpg,female and male acrobrats in white suits,cows produce milk,0.425,0,Nonsense Control - Right,left,False
noname,i83.jpg,rocky beach with blue water,small white waves crashing into rocks,0.436,0,Trial,right,False
noname,i15.jpg,water behind the restaurant,the sun is far away,0.026,0,Nonsense Control - Right,left,False
noname,i94.jpg,three children wearing red shirts,arms squeezing dye out of shirt,0.001,0,Trial,left,False
noname,i32.jpg,golden statues between wooden frames,yellow circle at top,0.157,0,Trial,left,False
noname,i19.jpg,pastries on wax paper,"yellow, strawberry, and chocolate tarts",0.998,0,Trial,left,False
noname,i31.jpg,grocery market behind empty lot,empty lot with snow and tire marks,0.238,0,Trial,left,False
noname,i10.jpg,five small children playing,an inflatable panda,0.088,0,Trial,left,False
noname,i21.jpg,two wooden trays with pastries,bar behind pastry trays,0.006,0,Reverse Control,right,False
noname,i93.jpg,two women with hands on hips,old pink building behind clotheslines,0.008,0,Trial,left,False
noname,i27.jpg,worm's eye view inside building,black pillars on left wall,0.174,0,Reverse Control,left,False
noname,i31.jpg,grocery market behind empty lot,red 'Greenwood Market' sign ,0.147,0,Trial,right,False
noname,i5.jpg,three middle-aged men playing instruments,dark jazz club,0.452,0,Trial,left,False
noname,i8.jpg,woman wearing black sunglasses,woman with blank facial expression,0.308,0,Trial,right,False
noname,i23.jpg,trees behind kitchen windows,TV turned on in background,0.001,0,Trial,left,False
noname,i65.jpg,two black-haired women smiling ,signs with Chinese characters,0.001,0,Trial,left,False
noname,i19.jpg,pastries on wax paper,price signs behind pastries,0.062,0,Trial,right,False
noname,i12.jpg,woman squatting near two children,a house behind three people,0.399,0,Trial,right,False
noname,i5.jpg,dark jazz club,music notes on piano stand,0.076,0,Trial,left,False
noname,i37.jpg,stone house behind blue tent,large rocks surrounding blue tent,0.752,0,Reverse Control,right,False
noname,i17.jpg,black brown and white dog,dog looking towards the left,0.492,0,Reverse Control,right,False
noname,i92.jpg,man wearing black turtleneck sweater,man putting can on boy's head,0.316,0,Trial,right,False
noname,i43.jpg,crowd of people beneath umbrellas,blue and white striped umbrellas,0.109,0,Trial,left,False
noname,i6.jpg,dark jazz club,"pink, purple, and blue lights",0.137,0,Trial,right,False
noname,i19.jpg,pastries on wax paper,tarts and pastries on tray,0.079,0,Trial,left,False
noname,i19.jpg,pastries on wax paper,price signs behind pastries,0.684,0,Reverse Control,left,False
noname,i30.jpg,person taking a photo,stormy rocky beach,0.54,0,Trial,right,False
noname,i74.jpg,sculpture of man looking up,people sitting on bench under trees,1.416,0,Trial,right,False
noname,i72.jpg,small green airplane on ground,airplane with three wheels,1.453,0,Trial,left,False
noname,i32.jpg,golden statues between wooden frames,gold floral designs on wall,0.2,0,Trial,left,False
noname,i78.jpg,white man smiling with butterfly,butterfly sitting on man's finger,0.609,0,Trial,right,False
noname,i20.jpg,four cars with graffiti,cars without windows and doors,1.144,0,Trial,left,False
noname,i12.jpg,brown-haired woman wearing jeans,a house behind three people,0.186,0,Trial,right,False
noname,i21.jpg,price signs behind pastries,bar behind pastry trays,2.99,0,Trial,right,False
noname,i18.jpg,snow on top of soil,trees behind construction,0.151,0,Trial,right,False
noname,i31.jpg,snow-covered car parked by market,red 'Greenwood Market' sign ,0.186,0,Trial,right,False
noname,i37.jpg,stone house behind blue tent,large rocks surrounding blue tent,0.223,0,Trial,right,False
noname,i14.jpg,sculpture of woman's eyes closed,leafless trees above sculpture,0.256,0,Trial,right,False
noname,i17.jpg,people's legs with white pants,a dog standing in front,1.208,0,Trial,left,False
noname,i47.jpg,tall buildings behind gray homes,telephone wires above street,1.088,0,Trial,left,False
noname,i31.jpg,empty lot with snow and tire marks,red 'Greenwood Market' sign ,2.441,0,Trial,right,False
noname,i72.jpg,airplane with three wheels,airplane with spinning propeller,0.78,0,Trial,left,False
noname,i19.jpg,pastries on wax paper,salt is slaty,0.363,0,Nonsense Control - Right,left,False
noname,i37.jpg,five donkeys nearby blue tent,stone house behind blue tent,0.479,0,Reverse Control,left,False
noname,i63.jpg,green moss on rock path,field of grass under sun,1.568,0,Trial,left,False
noname,i32.jpg,golden statues between wooden frames,gold floral designs on wall,0.001,0,Trial,right,False
noname,i76.jpg,girl with red ribbons in hair,seven children wearing colorful clothes,0.115,0,Trial,right,False
noname,i41.jpg,many white boats by dock,blue harbor with docked boats,0.617,0,Trial,right,False
noname,i82.jpg,woman in black dress holding glass,its cold during the winter,0.034,0,Nonsense Control - Right,left,False
noname,i19.jpg,"yellow, strawberry, and chocolate tarts",price signs behind pastries,0.438,0,Trial,right,False
noname,i21.jpg,man pouring wine at bar,bar behind pastry trays,0.113,0,Trial,right,False
noname,i10.jpg,five children with inflatable panda,five small children playing,0.174,0,Trial,right,False
noname,i62.jpg,two men sitting in background,dim lamp over dark restaurant,0.269,0,Trial,left,False
noname,i18.jpg,snow on top of soil,trees behind construction,0.282,0,Trial,left,False
noname,i80.jpg,trees with string lights in background,crowd surrounding bonfire,0.001,0,Trial,right,False
noname,i78.jpg,butterfly sitting on man's finger,reflection of people in man's sunglasses,0.001,0,Trial,right,False
noname,i31.jpg,grocery market behind empty lot,red 'Greenwood Market' sign ,0.001,0,Trial,left,False
noname,i76.jpg,seven dark-haired children smiling,dark background behind children,0.001,0,Trial,right,False
noname,i79.jpg,people laying on beach,shallow boats on shore,0.032,0,Trial,right,False
noname,i12.jpg,woman squatting near two children,woman and two children smiling,0.272,0,Trial,right,False
noname,i14.jpg,sculpture of woman in wall,brown sculpture within a wall,0.359,0,Trial,right,False
noname,i14.jpg,sculpture of woman's eyes closed,brown sculpture within a wall,0.807,0,Trial,right,False
noname,i35.jpg,"green, traditional Japanese rooftop",red lantern with Japanese writing,0.269,0,Trial,right,False
noname,i24.jpg,old-fashioned cars on display,museum with automobile figures,0.001,0,Trial,right,False
noname,i63.jpg,yellow Labrador laying on grass,green moss on rock path,0.001,0,Trial,right,True
noname,i35.jpg,"green, traditional Japanese rooftop",Japanese house behind snow-covered tree,0.192,0,Trial,left,False
noname,i92.jpg,white man and white boy,man wearing black turtleneck sweater,0.343,0,Trial,right,False
noname,i81.jpg,dessert on white plate,white table name card in background,0.054,0,Trial,left,False
noname,i85.jpg,white van driving in background,large brown house in blurred background,0.001,0,Trial,left,False
noname,i26.jpg,wet road next to sidewalk,bushes and signs on sidewalk,0.631,0,Trial,right,False
noname,i82.jpg,brick wall in background,landscape painting with gold frame,0.435,0,Trial,right,False
noname,i65.jpg,two black-haired women smiling ,signs with Chinese characters,0.039,0,Reverse Control,right,False
noname,i87.jpg,man wearing white traditional hat,serious man with hands folded in prayer,0.4,0,Trial,right,False
noname,i93.jpg,two women with hands on hips,ground built with gray stones,0.123,0,Trial,left,False
noname,i80.jpg,people wearing thick coats,trees with string lights in background,0.978,0,Trial,left,False
noname,i21.jpg,two wooden trays with pastries,bar behind pastry trays,0.001,0,Reverse Control,right,False
noname,i8.jpg,woman with blank facial expression,blond hair in front of woman,0.476,0,Trial,left,False
noname,i23.jpg,kitchen next to the bookshelf,trees behind kitchen windows,0.331,0,Trial,right,False
noname,i60.jpg,street performance in Japan,female and male acrobrats in white suits,0.066,0,Trial,right,False
noname,i16.jpg,"brown, black, and white cat",close up image of cat,0.507,0,Trial,right,False
noname,i7.jpg,people cheering towards the left,clock hanging above red banner,0.191,0,Trial,left,False
noname,i8.jpg,a woman with brown hair,woman with blank facial expression,0.342,0,Trial,right,False
noname,i26.jpg,white building behind dark trees,large white and glass building,0.075,0,Trial,left,False
noname,i14.jpg,sculpture of woman in wall,leafless trees above sculpture,0.341,0,Trial,right,False
noname,i14.jpg,brown sculpture within a wall,leafless trees above sculpture,0.1,0,Trial,right,False
noname,i82.jpg,woman in black dress holding glass,landscape painting with gold frame,0.049,0,Trial,left,False
noname,i19.jpg,pastries on wax paper,"yellow, strawberry, and chocolate tarts",0.001,0,Reverse Control,right,False
noname,i9.jpg,two black and blue motorcycles,wooden wall behind motorcycles,0.123,0,Trial,left,False
noname,i22.jpg,castle in between two buildings,cloud-filled sky behind castle,0.171,0,Reverse Control,left,False
noname,i47.jpg,tall buildings behind gray homes,trees on the side of the street,1.804,0,Trial,left,False
noname,i94.jpg,three children wearing blue jeans crouched,arms squeezing dye out of shirt,0.977,0,Trial,right,False
noname,i76.jpg,seven children wearing colorful clothes,seven dark-haired children smiling,1.057,0,Trial,left,False
noname,i41.jpg,blue harbor with docked boats,green hill with colorful houses,0.181,0,Trial,right,False
noname,i1.jpg,man and woman smiling,gray barn in background,0.585,0,Trial,right,False
noname,i43.jpg,blue and white striped umbrellas,crowd of people beneath umbrellas,0.209,0,Trial,left,False
noname,i17.jpg,black brown and white dog,a dog standing in front,0.426,0,Trial,left,False
noname,i93.jpg,old pink building behind clotheslines,ground built with gray stones,0.649,0,Trial,left,False
noname,i23.jpg,ceiling fan above kitchen table,trees behind kitchen windows,0.001,0,Trial,right,False
noname,i42.jpg,Chinese New Year dragon dance,performers carrying yellow-red dragon,0.271,0,Trial,left,False
noname,i78.jpg,butterfly sitting on man's finger,reflection of people in man's sunglasses,0.01,0,Trial,left,False
noname,i82.jpg,two dressed up women smiling,landscape painting with gold frame,0.011,0,Trial,right,False
